1413393217.905761 -0.098311 0.051408 0.067768 0.797108 0.025116 0.603098 -0.016148
1413393218.005760 -0.116090 0.058754 0.078990 0.795183 0.029742 0.605092 -0.025747
1413393218.105761 -0.179688 0.123358 0.125475 0.783302 0.008632 0.621535 -0.007592
1413393218.205760 -0.178019 0.169549 0.113143 0.762332 -0.056343 0.642897 0.048569
1413393218.305760 -0.206057 0.180092 0.103331 0.761899 -0.057548 0.644467 0.029326
1413393218.405761 -0.210919 0.240370 0.113756 0.760924 -0.077694 0.641205 0.061772
1413393218.605761 -0.262544 0.294410 0.097504 0.765581 -0.061990 0.635340 0.079911
1413393218.705760 -0.310576 0.283533 0.112964 0.787216 -0.031814 0.613560 0.053130
1413393218.805760 -0.394194 0.122055 0.152218 0.794883 0.106842 0.584211 -0.124274
1413393218.905761 -0.369896 0.089729 0.137013 0.797387 0.136906 0.562868 -0.169146
1413393219.005760 -0.409607 0.124129 0.140218 0.808954 0.121719 0.554181 -0.153822
1413393219.105761 -0.432860 0.156704 0.128631 0.811119 0.106924 0.558200 -0.138079
1413393219.205760 -0.451507 0.187073 0.130092 0.810587 0.094157 0.564568 -0.123880
1413393219.305760 -0.465981 0.212695 0.137668 0.809030 0.087256 0.569746 -0.115090
1413393219.405761 -0.470805 0.226056 0.150928 0.808093 0.085003 0.571501 -0.114660
1413393219.505760 -0.478381 0.245934 0.152278 0.806620 0.080522 0.575451 -0.108335
1413393219.605761 -0.477123 0.257029 0.153129 0.804056 0.077953 0.580009 -0.104911
1413393219.705760 -0.476275 0.269490 0.156535 0.800494 0.076694 0.585493 -0.102594
1413393219.805760 -0.480935 0.279982 0.178706 0.796544 0.077394 0.591632 -0.097465
1413393219.905761 -0.481716 0.284106 0.206402 0.793799 0.080460 0.594992 -0.096921
1413393220.005760 -0.488562 0.291910 0.238141 0.792236 0.081056 0.597573 -0.093262
1413393220.105761 -0.487778 0.297149 0.257173 0.790364 0.081275 0.600259 -0.091699
1413393220.205760 -0.489493 0.303099 0.277220 0.789994 0.080437 0.601365 -0.088319
1413393220.305760 -0.489669 0.309427 0.296957 0.789292 0.079950 0.602677 -0.086062
1413393220.405761 -0.491917 0.318270 0.316025 0.788427 0.080984 0.603325 -0.088446
1413393220.505760 -0.496098 0.323868 0.336246 0.790311 0.081239 0.600799 -0.088597
1413393220.605761 -0.501494 0.331678 0.350979 0.792437 0.080137 0.598173 -0.088381
1413393220.705760 -0.508720 0.339892 0.353398 0.789551 0.085829 0.599610 -0.098540
1413393220.805760 -0.510585 0.355810 0.355398 0.794549 0.075874 0.594694 -0.096302
1413393220.905761 -0.517887 0.361521 0.357977 0.796437 0.073392 0.591004 -0.104962
1413393221.005760 -0.522892 0.368887 0.372723 0.797274 0.072087 0.590012 -0.105091
1413393221.105761 -0.525076 0.371204 0.393547 0.799106 0.071239 0.588208 -0.101818
1413393221.205760 -0.528404 0.368670 0.416091 0.800506 0.071914 0.586661 -0.099236
1413393221.305760 -0.529974 0.365278 0.438389 0.802611 0.073127 0.584219 -0.095685
1413393221.405761 -0.529628 0.361948 0.460910 0.804674 0.074639 0.581615 -0.093019
1413393221.505760 -0.526450 0.358992 0.481803 0.805436 0.076580 0.580994 -0.088628
1413393221.605761 -0.519298 0.358816 0.493979 0.805671 0.079889 0.580957 -0.083668
1413393221.705760 -0.510082 0.358860 0.505779 0.802800 0.081474 0.584868 -0.082485
1413393221.805760 -0.497175 0.365195 0.522679 0.799101 0.077302 0.590982 -0.078758
1413393221.905761 -0.484149 0.369786 0.535953 0.797462 0.075505 0.593754 -0.076219
1413393222.005760 -0.473709 0.376911 0.550561 0.797424 0.071553 0.594702 -0.072970
1413393222.105761 -0.460639 0.384106 0.550943 0.797734 0.067983 0.595123 -0.069479
1413393222.205760 -0.447622 0.391154 0.542934 0.798662 0.065918 0.594571 -0.065416
1413393222.305760 -0.441749 0.393760 0.525150 0.801311 0.066180 0.591036 -0.064787
1413393222.405761 -0.434943 0.398907 0.504386 0.807783 0.065108 0.582568 -0.062143
1413393222.505760 -0.423058 0.406777 0.486109 0.813303 0.061304 0.576016 -0.054644
1413393222.605761 -0.413138 0.411903 0.478821 0.814772 0.061761 0.573401 -0.059520
1413393222.705760 -0.397500 0.419599 0.476981 0.815917 0.061715 0.571997 -0.057363
1413393222.805760 -0.383992 0.425813 0.487052 0.816021 0.071167 0.569182 -0.071249
1413393222.905761 -0.363005 0.435456 0.502178 0.817656 0.073200 0.566130 -0.074674
1413393223.005760 -0.338779 0.447730 0.522160 0.815648 0.083975 0.566090 -0.084907
1413393223.105761 -0.307367 0.461547 0.544795 0.811338 0.089623 0.570175 -0.092726
1413393223.205760 -0.271696 0.477161 0.571030 0.807444 0.098501 0.573565 -0.096718
1413393223.305760 -0.235145 0.494761 0.594999 0.803966 0.105667 0.576128 -0.102713
1413393223.405761 -0.199077 0.520063 0.606559 0.799712 0.115141 0.578403 -0.112483
1413393223.505760 -0.155856 0.545731 0.597696 0.795072 0.119903 0.582886 -0.117165
1413393223.605761 -0.104397 0.573974 0.573192 0.791630 0.118521 0.587786 -0.117395
1413393223.705760 -0.051847 0.600664 0.538176 0.790556 0.115098 0.590555 -0.114099
1413393223.805760 -0.004152 0.612638 0.512279 0.792894 0.103957 0.591743 -0.101740
1413393223.905761 0.043596 0.617572 0.497729 0.797054 0.090806 0.591297 -0.082622
1413393224.005760 0.086908 0.623626 0.496319 0.799393 0.079209 0.591657 -0.068109
1413393224.105761 0.131354 0.632825 0.498198 0.801414 0.067504 0.591601 -0.056466
1413393224.205760 0.172686 0.649532 0.491005 0.801770 0.061366 0.592417 -0.049412
1413393224.305760 0.212622 0.671540 0.476551 0.800803 0.058928 0.594312 -0.045122
1413393224.405761 0.250082 0.695774 0.450343 0.801113 0.055101 0.594519 -0.041575
1413393224.505760 0.285220 0.719150 0.416153 0.801210 0.044860 0.595520 -0.037511
1413393224.605761 0.316183 0.743040 0.374139 0.801411 0.028868 0.596411 -0.034646
1413393224.705760 0.342964 0.770434 0.333666 0.802832 0.012028 0.595225 -0.031990
1413393224.805760 0.365301 0.799200 0.298517 0.805814 -0.003342 0.591488 -0.028185
1413393224.905761 0.383447 0.824788 0.271310 0.807584 -0.015503 0.589045 -0.024365
1413393225.005760 0.387941 0.864934 0.257176 0.809233 -0.015885 0.586527 -0.029584
1413393225.105761 0.400288 0.907114 0.254478 0.810592 -0.010781 0.584472 -0.034890
1413393225.205760 0.426422 0.936050 0.248228 0.811267 -0.011807 0.583518 -0.034825
1413393225.305760 0.456835 0.948454 0.243260 0.812612 -0.016926 0.581871 -0.028295
1413393225.405761 0.479804 0.961053 0.239558 0.812895 -0.027233 0.581292 -0.023678
1413393225.505760 0.521375 0.978365 0.234765 0.812711 -0.044828 0.580653 -0.018293
1413393225.655761 0.577227 0.971516 0.237435 0.811024 -0.084573 0.578859 0.003098
1413393225.755760 0.612188 0.968107 0.241928 0.808173 -0.109502 0.578145 0.024773
1413393225.855761 0.645165 0.963134 0.251291 0.803801 -0.130895 0.578021 0.051591
1413393225.955760 0.675282 0.945674 0.246170 0.797891 -0.153984 0.576536 0.085236
1413393226.055760 0.702815 0.926913 0.225592 0.790517 -0.176669 0.575441 0.112867
1413393226.155761 0.733940 0.917208 0.202559 0.784043 -0.199727 0.573542 0.128204
1413393226.255760 0.765079 0.911026 0.190645 0.779389 -0.220700 0.569642 0.139110
1413393226.355761 0.791622 0.906922 0.190142 0.776539 -0.239548 0.564313 0.145446
1413393226.455760 0.815561 0.903356 0.190584 0.777972 -0.254394 0.554436 0.150481
1413393226.555760 0.837246 0.898831 0.185184 0.778990 -0.266279 0.546326 0.154264
1413393226.655761 0.857427 0.890100 0.173222 0.778889 -0.273778 0.541457 0.158751
1413393226.755760 0.885279 0.875143 0.161795 0.776369 -0.269724 0.543098 0.171885
1413393226.855761 0.911449 0.857352 0.153389 0.775286 -0.264537 0.544005 0.181687
1413393226.955760 0.943336 0.839267 0.146034 0.775457 -0.260532 0.543512 0.188105
1413393227.055760 0.979201 0.822479 0.139890 0.775185 -0.258866 0.544328 0.189168
1413393227.155761 1.019416 0.807255 0.134416 0.772900 -0.259975 0.547794 0.186977
1413393227.255760 1.060732 0.792935 0.130434 0.770238 -0.263464 0.551727 0.181433
1413393227.355761 1.103185 0.780015 0.129047 0.769246 -0.266131 0.552742 0.178635
1413393227.455760 1.143825 0.766984 0.127589 0.769248 -0.269289 0.552197 0.175553
1413393227.555760 1.185310 0.752828 0.128337 0.767582 -0.272157 0.553263 0.175069
1413393227.655761 1.223794 0.737432 0.127518 0.764413 -0.278936 0.553512 0.177461
1413393227.755760 1.260379 0.719811 0.127933 0.760751 -0.289994 0.551043 0.183066
1413393227.855761 1.295502 0.700101 0.125454 0.755081 -0.304272 0.548616 0.190504
1413393227.955760 1.321186 0.678514 0.123583 0.747310 -0.320817 0.546169 0.200756
1413393228.055760 1.345826 0.653897 0.120023 0.738506 -0.339812 0.541443 0.214421
1413393228.155761 1.369521 0.626249 0.115708 0.730028 -0.359122 0.534411 0.229118
1413393228.255760 1.391786 0.597278 0.112360 0.723440 -0.375522 0.525784 0.243247
1413393228.355761 1.411899 0.567261 0.110522 0.717347 -0.387957 0.518784 0.256449
1413393228.455760 1.432232 0.534693 0.111562 0.710062 -0.400833 0.512478 0.269280
1413393228.555760 1.450614 0.502543 0.113031 0.700734 -0.412924 0.509441 0.280955
1413393228.655761 1.468707 0.470152 0.113331 0.693904 -0.425547 0.504066 0.288659
1413393228.755760 1.487929 0.438361 0.114205 0.690187 -0.434353 0.498496 0.294077
1413393228.855761 1.509453 0.405899 0.112204 0.689270 -0.443350 0.492964 0.292121
1413393228.955760 1.531311 0.371806 0.108256 0.689934 -0.449584 0.487947 0.289435
1413393229.055760 1.551675 0.334529 0.104656 0.691765 -0.446940 0.483615 0.296348
1413393229.155761 1.574141 0.295098 0.098067 0.692738 -0.440727 0.482314 0.305364
1413393229.255760 1.596933 0.254274 0.089931 0.694281 -0.434575 0.481410 0.312028
1413393229.355761 1.623385 0.215222 0.077712 0.693912 -0.430558 0.483075 0.315824
1413393229.455760 1.653924 0.174507 0.063087 0.690742 -0.430520 0.489506 0.312910
1413393229.555760 1.687810 0.135377 0.048666 0.687412 -0.434375 0.496111 0.304396
1413393229.655761 1.721164 0.097528 0.035726 0.686602 -0.440333 0.498017 0.294387
1413393229.755760 1.752532 0.059829 0.026503 0.689224 -0.443645 0.494932 0.288431
1413393229.855761 1.782944 0.017168 0.019996 0.694291 -0.446289 0.488642 0.282870
1413393229.955760 1.814719 -0.029688 0.017027 0.698118 -0.446677 0.483978 0.280847
1413393230.055760 1.845076 -0.082985 0.018907 0.701125 -0.439362 0.481684 0.288731
1413393230.155761 1.880468 -0.143028 0.020900 0.702178 -0.431223 0.482125 0.297570
1413393230.255760 1.916361 -0.203220 0.021245 0.702495 -0.425352 0.483835 0.302456
1413393230.355761 1.954568 -0.263598 0.017419 0.700772 -0.424559 0.488226 0.300506
1413393230.455760 1.994573 -0.323499 0.010736 0.697824 -0.427524 0.492371 0.296373
1413393230.555760 2.037103 -0.384850 0.003541 0.692866 -0.436634 0.493083 0.293525
1413393230.655761 2.076690 -0.445560 -0.000752 0.684705 -0.450888 0.491130 0.294397
1413393230.755760 2.112025 -0.509382 0.001786 0.674379 -0.466406 0.487481 0.300069
1413393230.855761 2.145596 -0.576457 0.005443 0.663269 -0.482404 0.481491 0.309074
1413393230.955760 2.177103 -0.648362 0.013600 0.653853 -0.495477 0.470439 0.325062
1413393231.055760 2.207176 -0.722106 0.024420 0.648260 -0.502921 0.456322 0.344385
1413393231.155761 2.239189 -0.797252 0.036408 0.643666 -0.506720 0.446508 0.359944
1413393231.255760 2.276644 -0.874396 0.048726 0.640048 -0.511239 0.439806 0.368164
1413393231.355761 2.314928 -0.947622 0.055734 0.634290 -0.516951 0.440443 0.369389
1413393231.455760 2.359241 -1.024600 0.052646 0.626269 -0.522028 0.447609 0.367316
1413393231.555760 2.401882 -1.097216 0.042432 0.613910 -0.522173 0.463079 0.368792
1413393231.655761 2.442481 -1.166297 0.026071 0.602877 -0.521342 0.476000 0.371707
1413393231.755760 2.476649 -1.229036 0.005751 0.598445 -0.524874 0.475849 0.374084
1413393231.855761 2.506171 -1.285620 -0.010888 0.594673 -0.535612 0.471014 0.370984
1413393231.955760 2.528165 -1.335458 -0.023402 0.589177 -0.551979 0.462755 0.366124
1413393232.055760 2.541987 -1.384965 -0.031696 0.581874 -0.566619 0.453035 0.367594
1413393232.155761 2.548079 -1.434087 -0.035316 -0.573601 0.578655 -0.441185 -0.376159
1413393232.255760 2.547958 -1.483406 -0.038847 -0.563800 0.587781 -0.428793 -0.390870
1413393232.355761 2.543486 -1.533259 -0.048122 -0.550798 0.599675 -0.418574 -0.402253
1413393232.455760 2.533856 -1.582147 -0.063396 -0.538786 0.613022 -0.407181 -0.410021
1413393232.555760 2.520269 -1.630934 -0.085423 -0.527291 0.624924 -0.397836 -0.416125
1413393232.655761 2.504699 -1.681574 -0.112536 -0.518997 0.632572 -0.391917 -0.420590
1413393232.805760 2.474468 -1.760776 -0.148785 -0.512742 0.637971 -0.385157 -0.426313
1413393232.905761 2.448788 -1.814767 -0.169224 -0.511671 0.639603 -0.381904 -0.428079
1413393233.055760 2.404302 -1.898922 -0.189312 -0.517342 0.636767 -0.372136 -0.434050
1413393233.155761 2.372796 -1.956902 -0.193694 -0.520442 0.635789 -0.368021 -0.435285
1413393233.255760 2.341343 -2.015953 -0.188063 -0.519274 0.633380 -0.366680 -0.441283
1413393233.355761 2.309197 -2.076314 -0.173215 -0.512515 0.631606 -0.366464 -0.451780
1413393233.455760 2.276572 -2.136390 -0.151753 -0.499122 0.634089 -0.367787 -0.462104
1413393233.555760 2.244160 -2.195218 -0.123068 -0.486729 0.640558 -0.362469 -0.470529
1413393233.655761 2.212459 -2.248302 -0.089944 -0.477280 0.651918 -0.347199 -0.476087
1413393233.755760 2.182206 -2.300950 -0.049508 -0.466119 0.663383 -0.330341 -0.483250
1413393233.855761 2.156414 -2.351120 -0.002410 -0.451372 0.668928 -0.323378 -0.494192
1413393233.955760 2.134801 -2.399177 0.044568 0.435457 -0.673520 0.321351 0.503469
1413393234.055760 2.116393 -2.443763 0.089782 0.418116 -0.684565 0.318616 0.505009
1413393234.155761 2.099792 -2.484290 0.131158 0.403588 -0.697403 0.310678 0.504207
1413393234.255760 2.082094 -2.523615 0.164875 0.385147 -0.704453 0.311876 0.508076
1413393234.355761 2.063944 -2.558374 0.190896 0.355752 -0.706510 0.327290 0.516880
1413393234.455760 2.042630 -2.584165 0.210093 0.327986 -0.709148 0.338215 0.524543
1413393234.555760 2.017412 -2.594126 0.224713 0.310739 -0.712365 0.333204 0.533810
1413393234.655761 1.988699 -2.585035 0.244309 0.311741 -0.713823 0.299441 0.551007
1413393234.755760 1.962546 -2.558716 0.281088 0.318397 -0.719614 0.255435 0.561722
1413393234.855761 1.943364 -2.525129 0.320883 0.317805 -0.733257 0.220445 0.559230
1413393234.955760 1.929710 -2.491183 0.345002 0.300934 -0.747772 0.207252 0.554366
1413393235.055760 1.919258 -2.459540 0.348419 0.274743 -0.761102 0.205669 0.550401
1413393235.155761 1.912010 -2.427186 0.330820 0.248921 -0.771797 0.200655 0.549642
1413393235.255760 1.900192 -2.398141 0.305016 0.234229 -0.778755 0.180281 0.553331
1413393235.355761 1.886728 -2.370929 0.280999 0.226945 -0.785360 0.153784 0.555028
1413393235.455760 1.873758 -2.348083 0.260426 0.222723 -0.792053 0.133568 0.552455
1413393235.555760 1.859266 -2.332207 0.244826 0.223003 -0.793924 0.114746 0.553884
1413393235.655761 1.843051 -2.324048 0.233218 0.224235 -0.788928 0.095758 0.564040
1413393235.755760 1.830113 -2.328578 0.222917 0.218886 -0.785323 0.090458 0.571991
1413393235.855761 1.821619 -2.346194 0.213689 0.205375 -0.785222 0.103268 0.574963
1413393235.955760 1.817529 -2.369130 0.206450 0.183820 -0.787067 0.125023 0.575417
1413393236.055760 1.815358 -2.391715 0.202803 0.163285 -0.787963 0.136574 0.577755
1413393236.155761 1.813150 -2.409711 0.204101 0.143851 -0.790823 0.137291 0.578842
1413393236.255760 1.815205 -2.421525 0.210818 0.132081 -0.796120 0.118662 0.578504
1413393236.355761 1.819314 -2.430622 0.219408 0.121121 -0.800604 0.092870 0.579429
1413393236.455760 1.822212 -2.441350 0.229877 0.103456 -0.805185 0.077624 0.578748
1413393236.555760 1.823253 -2.452128 0.240938 0.083553 -0.813204 0.065917 0.572165
1413393236.655761 1.821208 -2.465022 0.249028 0.064086 -0.823779 0.055212 0.560565
1413393236.755760 1.814430 -2.478777 0.247570 0.044601 -0.827577 0.052063 0.557150
1413393236.855761 1.802170 -2.491882 0.238484 0.025424 -0.826041 0.052757 0.560559
1413393236.955760 1.784019 -2.502211 0.235902 0.016515 -0.821712 0.047169 0.567707
1413393237.055760 1.761931 -2.507778 0.248215 0.017639 -0.816479 0.036402 0.575956
1413393237.155761 1.737896 -2.510502 0.270338 0.026147 -0.811582 0.021365 0.583262
1413393237.255760 1.715422 -2.514917 0.288487 0.035773 -0.808037 0.008341 0.587986
1413393237.355761 1.692264 -2.523793 0.292959 0.042421 -0.808182 0.001639 0.587401
1413393237.505760 1.660999 -2.547728 0.280082 0.041361 -0.806651 0.010391 0.589488
1413393237.605761 1.644076 -2.568390 0.270074 0.032860 -0.806943 0.028513 0.589024
1413393237.705760 1.628204 -2.589419 0.260699 0.025475 -0.809072 0.044805 0.585445
1413393237.805760 1.613189 -2.606349 0.254116 0.023512 -0.811092 0.053170 0.582022
1413393237.905761 1.597437 -2.618086 0.249193 0.027743 -0.814318 0.051146 0.577495
